,bottom_temp,PDO,NPGO,depth_m,latitude,year,julian,grain_size
201503020036,7.38,1.20,-0.72,116.52,47.49,2015.00,148.00,4.27
201503020038,6.96,1.20,-0.72,141.84,46.89,2015.00,149.00,5.57
201503020040,6.96,1.20,-0.72,162.68,46.77,2015.00,149.00,4.82
201503020041,7.22,1.20,-0.72,144.44,46.62,2015.00,149.00,4.85
201503020042,7.52,1.20,-0.72,79.74,46.67,2015.00,149.00,4.77
201503020043,7.12,1.20,-0.72,132.93,46.34,2015.00,150.00,3.11
201503020044,6.85,1.20,-0.72,117.96,46.22,2015.00,150.00,4.31
201503020045,7.31,1.20,-0.72,85.73,46.10,2015.00,150.00,3.28
201503020046,7.17,1.20,-0.72,86.09,46.05,2015.00,150.00,3.22
201503020047,7.10,1.20,-0.72,82.95,45.90,2015.00,150.00,3.04
201503020048,7.18,1.54,-1.25,181.75,45.27,2015.00,151.00,4.08
201503020053,7.51,1.54,-1.25,70.79,44.44,2015.00,152.00,2.17
201503020054,7.64,1.54,-1.25,65.38,44.64,2015.00,152.00,1.75
201503020059,7.46,1.54,-1.25,92.86,44.25,2015.00,157.00,1.91
201503020060,7.59,1.54,-1.25,117.77,44.08,2015.00,157.00,3.66
201503020061,7.53,1.54,-1.25,131.04,44.05,2015.00,157.00,4.34
201503020062,7.48,1.54,-1.25,169.06,43.93,2015.00,157.00,3.26
201503020065,7.45,1.54,-1.25,128.34,43.95,2015.00,158.00,3.28
201503020066,7.49,1.54,-1.25,181.20,43.65,2015.00,158.00,3.95
201503020067,7.59,1.54,-1.25,155.98,43.55,2015.00,158.00,4.36
201503020068,7.60,1.54,-1.25,116.77,43.62,2015.00,158.00,4.12
201503020075,7.49,1.54,-1.25,90.34,43.08,2015.00,160.00,2.38
201503020076,7.77,1.54,-1.25,83.78,42.99,2015.00,160.00,2.98
201503020077,7.73,1.54,-1.25,147.85,42.72,2015.00,160.00,4.14
201503020078,7.72,1.54,-1.25,107.93,42.72,2015.00,161.00,3.91
201503020080,7.97,1.54,-1.25,124.52,42.58,2015.00,161.00,3.56
201503020083,8.30,1.54,-1.25,71.50,42.26,2015.00,168.00,4.57
201503020084,7.61,1.54,-1.25,167.22,42.20,2015.00,168.00,4.99
201503020085,8.02,1.54,-1.25,117.66,42.06,2015.00,168.00,4.50
201503020089,8.15,1.54,-1.25,100.58,41.59,2015.00,169.00,5.60
201503020099,8.44,1.54,-1.25,69.10,41.26,2015.00,171.00,4.64
201603008010,6.57,2.35,-0.68,194.90,45.67,2016.00,141.00,4.28
201603008022,7.03,2.35,-0.68,197.00,47.85,2016.00,144.00,5.99
201603008023,8.03,2.35,-0.68,83.40,47.83,2016.00,144.00,3.55
201603008025,7.31,2.35,-0.68,181.30,47.51,2016.00,144.00,4.98
201603008026,7.43,2.35,-0.68,159.60,47.34,2016.00,144.00,4.73
201603008027,7.46,2.35,-0.68,82.50,47.03,2016.00,145.00,3.08
201603008028,8.02,2.35,-0.68,64.10,47.31,2016.00,145.00,1.69
201603008029,8.05,2.35,-0.68,63.20,47.39,2016.00,145.00,1.35
201603008031,7.19,2.35,-0.68,157.50,46.70,2016.00,146.00,4.78
201603008032,7.19,2.35,-0.68,157.20,46.65,2016.00,146.00,3.83
201603008033,7.39,2.35,-0.68,141.00,46.64,2016.00,146.00,4.42
201603008034,7.05,2.35,-0.68,155.90,46.53,2016.00,146.00,6.10
201603008035,7.10,2.35,-0.68,147.30,46.43,2016.00,146.00,4.77
201603008038,7.08,2.35,-0.68,119.70,46.09,2016.00,147.00,4.28
201603008039,7.68,2.35,-0.68,93.20,46.10,2016.00,147.00,3.99
201603008040,6.96,2.35,-0.68,115.10,45.77,2016.00,147.00,3.39
201603008041,7.55,2.35,-0.68,108.40,45.55,2016.00,148.00,2.74
201603008042,6.86,2.35,-0.68,179.30,45.49,2016.00,148.00,4.32
201603008043,7.01,2.35,-0.68,170.70,45.35,2016.00,148.00,4.26
201603008044,6.89,2.35,-0.68,170.90,45.12,2016.00,148.00,4.13
201603008048,7.28,2.35,-0.68,151.50,44.72,2016.00,149.00,3.79
201603008049,7.39,2.03,-0.96,133.60,44.74,2016.00,153.00,3.41
201603008064,7.33,2.03,-0.96,108.30,44.16,2016.00,156.00,3.26
201603008065,7.24,2.03,-0.96,122.90,44.10,2016.00,156.00,3.91
201603008066,7.23,2.03,-0.96,127.50,44.05,2016.00,156.00,3.81
201603008067,7.58,2.03,-0.96,119.20,44.40,2016.00,157.00,1.73
201603008069,8.02,2.03,-0.96,110.30,44.26,2016.00,157.00,2.27
201603008070,6.77,2.03,-0.96,138.00,44.26,2016.00,157.00,2.44
201603008071,7.17,2.03,-0.96,139.90,44.05,2016.00,157.00,4.69
201603008072,7.15,2.03,-0.96,148.80,43.98,2016.00,157.00,4.64
201603008073,7.26,2.03,-0.96,125.70,43.97,2016.00,158.00,3.04
201603008075,7.17,2.03,-0.96,174.50,43.68,2016.00,158.00,4.06
201603008076,7.77,2.03,-0.96,88.30,43.42,2016.00,158.00,3.15
201603008077,7.54,2.03,-0.96,169.80,43.35,2016.00,158.00,4.32
201603008081,7.48,2.03,-0.96,168.10,43.20,2016.00,159.00,4.22
201603008082,7.77,2.03,-0.96,110.40,43.08,2016.00,159.00,4.07
201603008083,7.69,2.03,-0.96,124.10,43.06,2016.00,160.00,4.41
201603008084,7.43,2.03,-0.96,158.90,42.72,2016.00,160.00,4.27
201603008085,7.78,2.03,-0.96,127.50,42.62,2016.00,160.00,3.56
201603008086,8.21,2.03,-0.96,71.10,42.59,2016.00,160.00,3.23
201603008087,8.04,2.03,-0.96,88.90,42.41,2016.00,161.00,3.77
201603008088,7.86,2.03,-0.96,137.50,42.36,2016.00,161.00,4.52
201603008091,7.82,2.03,-0.96,65.20,42.02,2016.00,162.00,3.92
201603008092,7.50,2.03,-0.96,136.00,42.11,2016.00,166.00,4.66
201603008094,7.63,2.03,-0.96,141.50,42.00,2016.00,166.00,4.30
201603008098,7.88,2.03,-0.96,87.30,41.76,2016.00,167.00,5.65
201603008099,7.91,2.03,-0.96,78.00,41.74,2016.00,167.00,5.48
201603008100,8.04,2.03,-0.96,84.60,41.47,2016.00,167.00,5.74
201603010004,7.10,0.52,-0.54,192.30,45.10,2016.00,231.00,4.43
201603010005,7.41,0.52,-0.54,102.60,44.87,2016.00,231.00,2.56
201603010007,6.84,0.52,-0.54,157.80,45.96,2016.00,232.00,5.50
201603010008,6.83,0.52,-0.54,159.70,46.00,2016.00,232.00,5.23
201603010009,6.84,0.52,-0.54,125.80,46.22,2016.00,232.00,4.30
201603010010,7.13,0.52,-0.54,88.80,46.23,2016.00,232.00,4.20
201603010011,7.01,0.52,-0.54,137.00,46.69,2016.00,233.00,4.64
201603010012,6.95,0.52,-0.54,147.70,46.76,2016.00,233.00,5.10
201603010013,6.91,0.52,-0.54,158.80,46.86,2016.00,233.00,5.34
201603010015,7.01,0.52,-0.54,151.90,46.95,2016.00,233.00,4.86
201603010018,7.11,0.52,-0.54,148.10,47.86,2016.00,234.00,5.66
201603010024,7.16,0.52,-0.54,109.30,47.63,2016.00,236.00,3.88
201603010025,7.10,0.52,-0.54,126.10,47.40,2016.00,236.00,4.64
201603010026,7.12,0.52,-0.54,121.60,47.26,2016.00,236.00,3.84
201603010027,7.32,0.52,-0.54,69.10,47.23,2016.00,236.00,1.54
201603010028,7.37,0.52,-0.54,62.80,47.23,2016.00,236.00,1.09
201603010029,7.32,0.52,-0.54,84.30,47.10,2016.00,236.00,2.51
201603010030,7.21,0.52,-0.54,105.70,46.59,2016.00,237.00,5.52
201603010031,7.33,0.52,-0.54,72.60,46.65,2016.00,237.00,4.77
201603010032,7.35,0.52,-0.54,65.10,46.63,2016.00,237.00,4.66
201603010033,7.46,0.52,-0.54,67.30,46.22,2016.00,238.00,3.84
201603010034,7.51,0.52,-0.54,63.90,46.20,2016.00,238.00,3.61
201603010035,7.36,0.52,-0.54,117.00,45.70,2016.00,238.00,3.27
201603010036,7.34,0.52,-0.54,147.00,45.44,2016.00,238.00,3.83
201603010041,7.97,0.52,-0.54,81.30,45.14,2016.00,239.00,2.43
201603010042,7.54,0.52,-0.54,153.70,45.00,2016.00,240.00,3.63
201603010046,7.41,0.45,-0.77,125.90,44.51,2016.00,244.00,1.86
201603010048,8.20,0.45,-0.77,81.40,44.00,2016.00,245.00,2.47
201603010049,7.61,0.45,-0.77,124.70,44.10,2016.00,245.00,3.38
201603010058,8.11,0.45,-0.77,161.70,43.57,2016.00,247.00,4.48
201603010059,8.69,0.45,-0.77,131.80,43.42,2016.00,247.00,3.29
201603010060,8.67,0.45,-0.77,76.50,43.02,2016.00,248.00,1.89
201603010061,7.73,0.45,-0.77,142.30,42.99,2016.00,248.00,4.67
201603010062,7.62,0.45,-0.77,143.90,42.95,2016.00,248.00,4.65
201603010079,8.24,0.45,-0.77,196.40,41.47,2016.00,258.00,5.08
201603017013,7.08,0.52,-0.54,136.70,47.70,2016.00,234.00,5.01
201603017014,7.12,0.52,-0.54,103.70,47.57,2016.00,234.00,3.79
201603017016,6.99,0.52,-0.54,142.10,47.04,2016.00,234.00,4.31
201603017017,7.10,0.52,-0.54,127.80,46.83,2016.00,234.00,5.25
201603017018,6.99,0.52,-0.54,198.20,46.62,2016.00,234.00,4.28
201603017026,7.07,0.52,-0.54,134.90,46.36,2016.00,236.00,3.83
201603017028,7.00,0.52,-0.54,138.60,46.20,2016.00,237.00,3.97
201603017029,7.12,0.52,-0.54,121.90,46.06,2016.00,237.00,4.59
201603017030,6.84,0.52,-0.54,155.10,45.95,2016.00,237.00,5.86
201603017031,6.81,0.52,-0.54,172.90,45.85,2016.00,237.00,2.72
201603017035,7.24,0.52,-0.54,128.00,45.78,2016.00,238.00,4.14
201603017036,7.51,0.52,-0.54,84.20,45.74,2016.00,238.00,2.34
201603017037,7.43,0.52,-0.54,114.40,45.58,2016.00,238.00,2.97
201603017039,7.41,0.52,-0.54,163.50,45.24,2016.00,239.00,3.69
201603017040,7.47,0.52,-0.54,157.60,45.20,2016.00,239.00,3.46
201603017041,7.67,0.52,-0.54,104.70,45.04,2016.00,239.00,2.35
201603017042,8.16,0.52,-0.54,73.80,45.04,2016.00,239.00,1.99
201603017043,7.57,0.52,-0.54,143.90,44.94,2016.00,240.00,3.13
201603017044,7.55,0.52,-0.54,156.40,44.96,2016.00,240.00,3.45
201603017051,7.59,0.45,-0.77,170.70,44.87,2016.00,245.00,3.45
201603017052,7.51,0.45,-0.77,136.80,44.71,2016.00,245.00,3.14
201603017054,7.75,0.45,-0.77,149.70,44.46,2016.00,245.00,2.37
201603017055,8.08,0.45,-0.77,64.00,44.45,2016.00,246.00,1.89
201603017056,8.03,0.45,-0.77,73.60,44.32,2016.00,246.00,1.64
201603017057,7.71,0.45,-0.77,100.50,44.31,2016.00,246.00,1.44
201603017065,8.22,0.45,-0.77,115.20,43.85,2016.00,248.00,3.79
201603017066,8.14,0.45,-0.77,137.20,43.59,2016.00,248.00,3.70
201603017067,8.83,0.45,-0.77,76.90,43.29,2016.00,248.00,3.03
201603017068,7.70,0.45,-0.77,135.00,43.25,2016.00,248.00,4.58
201603017075,8.09,0.45,-0.77,113.00,42.49,2016.00,250.00,3.26
201603017081,8.73,0.45,-0.77,143.70,42.21,2016.00,257.00,5.00
201603017082,8.78,0.45,-0.77,125.50,42.23,2016.00,257.00,4.80
201603020010,6.66,2.35,-0.68,165.60,45.82,2016.00,142.00,2.97
201603020013,7.11,2.35,-0.68,140.80,46.30,2016.00,142.00,2.73
201603020027,7.01,2.35,-0.68,153.60,47.82,2016.00,145.00,5.54
201603020028,7.08,2.35,-0.68,181.10,47.57,2016.00,145.00,4.94
201603020029,7.20,2.35,-0.68,149.70,47.20,2016.00,146.00,4.42
201603020030,7.81,2.35,-0.68,78.10,47.23,2016.00,146.00,2.20
201603020031,7.78,2.35,-0.68,81.90,47.17,2016.00,146.00,2.57
201603020032,7.52,2.35,-0.68,85.30,46.90,2016.00,147.00,3.61
201603020033,7.24,2.35,-0.68,111.70,46.92,2016.00,147.00,5.59
201603020034,7.26,2.35,-0.68,139.00,46.86,2016.00,147.00,5.53
201603020035,7.14,2.35,-0.68,154.00,46.85,2016.00,147.00,5.49
201603020036,6.80,2.35,-0.68,122.00,46.03,2016.00,148.00,4.72
201603020037,6.75,2.35,-0.68,128.50,45.99,2016.00,148.00,5.03
201603020038,6.72,2.35,-0.68,123.10,45.89,2016.00,148.00,3.98
201603020039,7.41,2.35,-0.68,111.90,45.58,2016.00,148.00,2.93
201603020040,7.76,2.35,-0.68,95.20,45.52,2016.00,148.00,2.35
201603020041,7.94,2.35,-0.68,71.70,45.33,2016.00,148.00,2.64
201603020042,7.92,2.35,-0.68,75.80,45.16,2016.00,149.00,2.47
201603020051,7.24,2.03,-0.96,143.60,44.71,2016.00,154.00,3.32
201603020056,7.20,2.03,-0.96,145.30,44.33,2016.00,155.00,2.92
201603020057,7.90,2.03,-0.96,95.10,44.31,2016.00,155.00,1.90
201603020058,7.49,2.03,-0.96,103.70,44.20,2016.00,155.00,2.93
201603020060,7.64,2.03,-0.96,87.90,43.95,2016.00,155.00,2.75
201603020061,7.26,2.03,-0.96,117.00,43.91,2016.00,155.00,3.28
201603020062,7.81,2.03,-0.96,85.40,43.70,2016.00,156.00,3.53
201603020063,7.45,2.03,-0.96,107.70,43.81,2016.00,156.00,3.88
201603020064,7.05,2.03,-0.96,191.70,43.52,2016.00,156.00,4.71
201603020076,7.11,2.03,-0.96,157.00,42.96,2016.00,159.00,4.41
201603020077,8.11,2.03,-0.96,89.80,42.93,2016.00,159.00,3.96
201603020078,7.86,2.03,-0.96,122.20,42.78,2016.00,159.00,4.22
201603020079,7.97,2.03,-0.96,97.40,42.53,2016.00,159.00,3.28
201603020080,7.76,2.03,-0.96,148.70,42.22,2016.00,160.00,5.06
201603020086,7.70,2.03,-0.96,156.90,41.95,2016.00,161.00,4.49
201603020087,7.40,2.03,-0.96,112.60,42.07,2016.00,166.00,4.50
201603020088,7.68,2.03,-0.96,103.00,41.77,2016.00,166.00,5.76
201603020090,7.75,2.03,-0.96,162.80,41.37,2016.00,166.00,5.83
201603020091,8.10,2.03,-0.96,90.60,41.36,2016.00,166.00,5.55
201603020092,8.10,2.03,-0.96,97.50,41.27,2016.00,166.00,5.73
201603020098,8.36,2.03,-0.96,78.50,41.04,2016.00,168.00,4.76
201703008001,6.99,0.88,-0.46,186.50,45.12,2017.00,139.00,4.44
201703008005,6.91,0.88,-0.46,144.80,45.16,2017.00,139.00,3.32
201703008006,6.91,0.88,-0.46,186.50,45.16,2017.00,139.00,4.43
201703008010,7.15,0.88,-0.46,121.20,47.30,2017.00,141.00,3.91
201703008011,7.09,0.88,-0.46,115.00,47.36,2017.00,141.00,4.30
201703008012,6.70,0.88,-0.46,167.30,47.48,2017.00,141.00,4.86
201703008013,7.69,0.88,-0.46,127.00,47.73,2017.00,141.00,4.96
201703008014,8.21,0.88,-0.46,103.10,47.73,2017.00,141.00,3.97
201703008020,6.72,0.88,-0.46,179.50,48.00,2017.00,142.00,5.34
201703008024,6.93,0.88,-0.46,172.70,46.85,2017.00,143.00,5.08
201703008026,8.04,0.88,-0.46,59.00,46.94,2017.00,144.00,1.19
201703008027,8.00,0.88,-0.46,72.80,46.72,2017.00,144.00,4.59
201703008028,7.11,0.88,-0.46,103.70,46.59,2017.00,144.00,5.56
201703008029,6.42,0.88,-0.46,163.90,46.53,2017.00,144.00,6.03
201703008030,7.45,0.88,-0.46,81.20,46.56,2017.00,145.00,4.62
201703008031,8.06,0.88,-0.46,74.40,46.69,2017.00,145.00,4.86
201703008034,6.13,0.88,-0.46,183.30,46.25,2017.00,145.00,6.26
201703008035,7.10,0.88,-0.46,88.10,45.89,2017.00,146.00,3.14
201703008036,6.56,0.88,-0.46,131.60,45.86,2017.00,146.00,4.58
201703008037,6.36,0.88,-0.46,135.40,45.92,2017.00,146.00,5.19
201703008038,6.63,0.88,-0.46,156.40,45.93,2017.00,146.00,3.57
201703008040,6.66,0.88,-0.46,136.40,45.50,2017.00,147.00,3.55
201703008041,6.50,0.88,-0.46,187.60,45.56,2017.00,147.00,4.08
201703008047,7.75,0.79,-0.29,124.80,44.81,2017.00,152.00,2.89
201703008051,8.66,0.79,-0.29,85.30,44.65,2017.00,153.00,1.89
201703008052,6.87,0.79,-0.29,187.90,44.67,2017.00,153.00,3.41
201703008055,6.95,0.79,-0.29,197.60,44.65,2017.00,153.00,3.63
201703008057,7.70,0.79,-0.29,89.10,44.44,2017.00,154.00,1.13
201703008058,8.51,0.79,-0.29,71.90,44.46,2017.00,154.00,2.15
201703008059,7.31,0.79,-0.29,154.10,44.47,2017.00,154.00,2.35
201703008062,8.05,0.79,-0.29,117.50,44.11,2017.00,155.00,3.59
201703008063,6.84,0.79,-0.29,107.20,44.14,2017.00,155.00,2.82
201703008064,7.16,0.79,-0.29,82.80,44.30,2017.00,155.00,1.76
201703008065,7.50,0.79,-0.29,64.30,44.17,2017.00,156.00,1.65
201703008066,6.95,0.79,-0.29,103.20,44.11,2017.00,156.00,2.34
201703008067,6.92,0.79,-0.29,118.10,44.01,2017.00,156.00,2.77
201703008068,7.11,0.79,-0.29,162.40,43.81,2017.00,156.00,4.09
201703008069,7.17,0.79,-0.29,120.40,43.65,2017.00,156.00,3.82
201703008073,7.47,0.79,-0.29,80.40,43.06,2017.00,158.00,1.83
201703008074,7.81,0.79,-0.29,60.00,42.97,2017.00,158.00,2.67
201703008075,7.53,0.79,-0.29,156.90,42.62,2017.00,159.00,3.93
201703008076,7.77,0.79,-0.29,66.80,42.56,2017.00,159.00,3.12
201703008077,7.81,0.79,-0.29,102.70,42.39,2017.00,159.00,3.89
201703008079,7.87,0.79,-0.29,139.60,42.13,2017.00,159.00,4.74
201703008085,8.64,0.79,-0.29,62.60,41.87,2017.00,161.00,5.00
201703008086,8.52,0.79,-0.29,72.80,41.52,2017.00,165.00,5.54
201703008087,8.22,0.79,-0.29,97.50,41.40,2017.00,165.00,5.52
201703010006,7.54,0.09,-0.53,133.20,45.12,2017.00,232.00,3.14
201703010009,7.44,0.09,-0.53,88.40,46.58,2017.00,233.00,5.06
201703010010,7.24,0.09,-0.53,134.30,46.66,2017.00,233.00,4.06
201703010013,7.32,0.09,-0.53,140.00,47.02,2017.00,233.00,4.31
201703010026,7.67,0.09,-0.53,113.80,47.94,2017.00,236.00,5.15
201703010027,7.62,0.09,-0.53,124.00,47.91,2017.00,236.00,5.48
201703010028,7.79,0.09,-0.53,69.80,47.73,2017.00,236.00,3.18
201703010029,7.24,0.09,-0.53,106.30,47.44,2017.00,237.00,4.01
201703010030,7.15,0.09,-0.53,170.20,47.29,2017.00,237.00,4.61
201703010031,7.46,0.09,-0.53,89.80,47.23,2017.00,237.00,2.74
201703010032,7.19,0.09,-0.53,162.80,47.10,2017.00,237.00,3.32
201703010033,7.23,0.09,-0.53,157.00,47.07,2017.00,238.00,3.95
201703010034,7.27,0.09,-0.53,118.90,47.02,2017.00,238.00,4.40
201703010035,7.58,0.09,-0.53,70.30,46.97,2017.00,238.00,1.99
201703010036,7.39,0.09,-0.53,99.30,46.86,2017.00,238.00,4.67
201703010038,7.32,0.09,-0.53,96.70,46.16,2017.00,239.00,4.14
201703010039,7.28,0.09,-0.53,97.00,46.13,2017.00,239.00,4.23
201703010041,7.79,0.32,-0.53,66.10,46.19,2017.00,243.00,3.65
201703010042,7.58,0.32,-0.53,106.30,46.13,2017.00,243.00,4.03
201703010043,7.68,0.32,-0.53,96.20,46.06,2017.00,243.00,3.62
201703010044,7.55,0.32,-0.53,143.20,45.92,2017.00,243.00,5.79
201703010045,7.41,0.32,-0.53,150.40,45.80,2017.00,243.00,5.77
201703010046,7.60,0.32,-0.53,146.40,45.74,2017.00,243.00,4.67
201703010050,7.33,0.32,-0.53,191.00,45.97,2017.00,244.00,4.16
201703010054,7.25,0.32,-0.53,199.90,45.69,2017.00,245.00,4.12
201703010061,7.63,0.32,-0.53,182.60,44.85,2017.00,246.00,3.77
201703010062,8.06,0.32,-0.53,90.80,44.83,2017.00,247.00,2.33
201703010063,7.90,0.32,-0.53,74.20,44.45,2017.00,247.00,2.27
201703010064,8.39,0.32,-0.53,72.60,44.22,2017.00,247.00,1.33
201703010068,8.19,0.32,-0.53,128.20,44.02,2017.00,248.00,3.50
201703010069,8.43,0.32,-0.53,77.10,44.07,2017.00,248.00,1.95
201703010070,8.87,0.32,-0.53,67.20,43.95,2017.00,249.00,2.30
201703010071,8.53,0.32,-0.53,101.80,43.85,2017.00,249.00,3.04
201703010072,8.47,0.32,-0.53,111.30,43.75,2017.00,249.00,3.90
201703010073,8.13,0.32,-0.53,179.50,43.74,2017.00,249.00,4.15
201703010076,8.22,0.32,-0.53,146.50,43.94,2017.00,250.00,3.36
201703010079,9.21,0.32,-0.53,104.90,43.38,2017.00,251.00,3.09
201703010084,9.46,0.32,-0.53,59.70,42.89,2017.00,255.00,3.81
201703010088,9.37,0.32,-0.53,113.50,42.10,2017.00,256.00,4.50
201703010089,8.49,0.32,-0.53,168.80,42.01,2017.00,257.00,4.17
201703010090,9.93,0.32,-0.53,81.60,41.94,2017.00,257.00,4.53
201703010097,9.61,0.32,-0.53,100.00,41.53,2017.00,259.00,5.27
201703017003,7.66,0.09,-0.53,78.60,44.79,2017.00,230.00,2.21
201703017010,7.31,0.09,-0.53,189.20,45.06,2017.00,232.00,4.33
201703017011,7.25,0.09,-0.53,173.70,45.22,2017.00,232.00,3.85
201703017023,7.23,0.09,-0.53,162.50,47.66,2017.00,235.00,5.20
201703017032,7.33,0.09,-0.53,159.50,47.94,2017.00,237.00,6.04
201703017033,7.73,0.09,-0.53,110.80,47.91,2017.00,237.00,5.07
201703017035,7.47,0.09,-0.53,116.10,47.82,2017.00,237.00,5.05
201703017036,7.78,0.09,-0.53,82.80,47.74,2017.00,237.00,3.39
201703017037,7.46,0.09,-0.53,63.30,47.23,2017.00,238.00,1.11
201703017038,7.48,0.09,-0.53,65.30,47.17,2017.00,238.00,1.85
201703017039,7.54,0.09,-0.53,66.20,47.03,2017.00,238.00,1.91
201703017040,7.25,0.09,-0.53,173.00,46.61,2017.00,238.00,4.79
201703017042,7.50,0.09,-0.53,121.40,46.05,2017.00,239.00,4.63
201703017043,7.17,0.09,-0.53,107.90,46.15,2017.00,239.00,4.36
201703017045,7.37,0.32,-0.53,155.00,45.82,2017.00,243.00,6.14
201703017046,7.57,0.32,-0.53,135.50,45.97,2017.00,243.00,5.63
201703017047,7.71,0.32,-0.53,96.50,46.00,2017.00,243.00,3.10
201703017048,7.88,0.32,-0.53,81.00,45.93,2017.00,243.00,3.01
201703017049,7.98,0.32,-0.53,71.00,45.83,2017.00,243.00,2.77
201703017050,7.97,0.32,-0.53,77.90,45.56,2017.00,244.00,2.05
201703017054,7.61,0.32,-0.53,199.90,44.81,2017.00,244.00,4.00
201703017055,7.85,0.32,-0.53,162.80,44.83,2017.00,245.00,3.63
201703017056,7.80,0.32,-0.53,167.30,44.66,2017.00,245.00,3.09
201703017057,8.02,0.32,-0.53,122.10,44.71,2017.00,245.00,3.00
201703017058,7.95,0.32,-0.53,68.40,44.34,2017.00,246.00,1.76
201703017059,7.88,0.32,-0.53,79.80,44.40,2017.00,246.00,1.98
201703017060,8.03,0.32,-0.53,110.70,44.25,2017.00,246.00,2.43
201703017063,7.74,0.32,-0.53,121.30,44.13,2017.00,247.00,2.99
201703017064,7.73,0.32,-0.53,107.80,44.09,2017.00,247.00,2.89
201703017067,8.16,0.32,-0.53,147.40,43.95,2017.00,247.00,4.14
201703017070,8.15,0.32,-0.53,181.60,43.45,2017.00,248.00,4.25
201703017072,8.69,0.32,-0.53,116.10,43.48,2017.00,248.00,3.41
201703017073,9.23,0.32,-0.53,89.20,43.68,2017.00,249.00,3.76
201703017076,8.40,0.32,-0.53,126.40,43.67,2017.00,249.00,3.70
201703017084,8.65,0.32,-0.53,158.10,43.28,2017.00,251.00,4.46
201703017086,8.54,0.32,-0.53,181.60,42.34,2017.00,255.00,4.79
201703017087,8.89,0.32,-0.53,135.00,42.08,2017.00,255.00,4.56
201703017089,9.44,0.32,-0.53,101.60,41.90,2017.00,255.00,4.80
201703017098,8.89,0.32,-0.53,176.30,41.24,2017.00,257.00,6.62
201703017101,9.51,0.32,-0.53,119.30,41.13,2017.00,258.00,6.39
201703017102,9.80,0.32,-0.53,84.20,41.11,2017.00,258.00,5.12
201703020020,7.39,0.88,-0.46,139.20,47.89,2017.00,143.00,5.69
201703020021,6.86,0.88,-0.46,173.30,47.73,2017.00,143.00,5.68
201703020023,7.49,0.88,-0.46,147.30,47.13,2017.00,143.00,4.41
201703020024,7.40,0.88,-0.46,132.40,47.11,2017.00,143.00,4.68
201703020025,6.63,0.88,-0.46,146.40,46.90,2017.00,143.00,5.56
201703020029,6.16,0.88,-0.46,110.70,46.32,2017.00,145.00,4.80
201703020030,6.48,0.88,-0.46,110.50,46.09,2017.00,145.00,4.32
201703020031,6.86,0.88,-0.46,100.20,45.90,2017.00,145.00,3.38
201703020032,6.99,0.88,-0.46,94.70,45.79,2017.00,145.00,2.92
201703020033,6.13,0.88,-0.46,151.20,45.76,2017.00,146.00,5.25
201703020044,7.74,0.79,-0.29,78.00,44.60,2017.00,152.00,1.43
201703020045,7.98,0.79,-0.29,64.20,44.79,2017.00,152.00,1.58
201703020046,7.80,0.79,-0.29,72.50,45.06,2017.00,152.00,1.97
201703020047,7.47,0.79,-0.29,113.00,45.07,2017.00,152.00,2.62
201703020048,7.44,0.79,-0.29,124.00,44.97,2017.00,152.00,2.78
201703020050,7.50,0.79,-0.29,129.70,44.51,2017.00,153.00,1.96
201703020051,6.92,0.79,-0.29,174.50,44.49,2017.00,153.00,2.53
201703020057,8.35,0.79,-0.29,58.30,44.38,2017.00,155.00,1.79
201703020058,7.53,0.79,-0.29,78.30,44.34,2017.00,155.00,1.84
201703020059,7.06,0.79,-0.29,82.20,44.25,2017.00,155.00,1.61
201703020060,6.84,0.79,-0.29,143.20,44.02,2017.00,155.00,4.50
201703020061,7.00,0.79,-0.29,126.90,43.95,2017.00,155.00,3.27
201703020067,7.40,0.79,-0.29,100.30,43.32,2017.00,157.00,3.07
201703020068,7.43,0.79,-0.29,99.10,43.29,2017.00,157.00,3.30
201703020069,7.28,0.79,-0.29,143.90,43.53,2017.00,158.00,3.95
201703020070,7.41,0.79,-0.29,131.10,43.49,2017.00,158.00,3.44
201703020072,7.49,0.79,-0.29,162.90,42.83,2017.00,158.00,4.26
201703020073,7.64,0.79,-0.29,97.90,42.66,2017.00,159.00,3.43
201703020080,8.27,0.79,-0.29,87.20,42.20,2017.00,160.00,4.53
201703020083,8.43,0.79,-0.29,57.40,41.62,2017.00,161.00,4.75
201703020084,8.03,0.79,-0.29,131.70,41.60,2017.00,165.00,5.49
201703020089,8.47,0.79,-0.29,88.10,41.27,2017.00,166.00,5.46
201703020090,8.56,0.79,-0.29,82.50,41.17,2017.00,166.00,4.90
201703020091,8.52,0.79,-0.29,93.00,41.13,2017.00,166.00,5.41
201803008011,7.76,0.11,-1.92,119.40,47.23,2018.00,139.00,3.80
201803008019,6.88,0.11,-1.92,163.20,47.83,2018.00,141.00,5.66
201803008020,7.45,0.11,-1.92,141.50,47.72,2018.00,141.00,5.20
201803008021,7.79,0.11,-1.92,103.50,47.62,2018.00,141.00,3.81
201803008025,7.05,0.11,-1.92,188.50,47.30,2018.00,142.00,4.91
201803008026,7.37,0.11,-1.92,150.50,47.14,2018.00,142.00,4.16
201803008027,7.56,0.11,-1.92,140.40,47.10,2018.00,142.00,4.60
201803008028,8.26,0.11,-1.92,78.20,46.97,2018.00,142.00,2.82
201803008031,6.93,0.11,-1.92,159.60,46.53,2018.00,143.00,6.15
